mibig_accession	organism_name	ncbi_tax_id	smiles	inchikey	no_stereo_inchikey	compound_name	molecular_formula
BGC0000508	Staphylococcus epidermidis	1282	CCC(C)C1C(=O)NC(CSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC2=CC=CC=C2)CCCCN)NC(=O)C(C)NC(=O)C(C(C)CC)N)C(=O)NC3C(SCC(NC(=O)CNC(=O)C4CCCN4C3=O)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)N/C(=C\C)/C(=O)NCC(=O)NC5CSCC6C(=O)N/C=C\SCC(C(=O)NC(C(=O)N6)CC7=CC=C(C=C7)O)NC(=O)C(NC(=O)C(NC5=O)CC8=CC=CC=C8)CC(=O)N)C	CXTXHTVXPMOOSW-HUCIVYLBSA-N	CXTXHTVXPMOOSW	epidermin	C98H141N25O23S4
BGC0000850	Streptomyces acidiscabies	42234	C1CC(=O)OC1	YEJRWHAVMIAJKC-UHFFFAOYSA-N	YEJRWHAVMIAJKC	γ-butyrolactone	C4H6O2
BGC0000039	Penicillium citrinum	5077	CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12	BOZILQFLQYBIIY-INTXDZFKSA-N	BOZILQFLQYBIIY	compactin	C23H36O6
BGC0001850	Streptomyces sp. F001	1510026	O=C(C(N1)=C2C(CCCCC)=CC1=O)C(NC(C(C)=C3CCC)=O)=C3C2=O	DSHQVFGPKKWBTO-UHFFFAOYSA-N	DSHQVFGPKKWBTO	diazaquinomycin F	C21H24N2O4
BGC0001850	Streptomyces sp. F001	1510026	O=C(C(N1)=C2C(CCC)=CC1=O)C(NC(C(C)=C3CCCCC)=O)=C3C2=O	DHUPSYOJFKLAAA-UHFFFAOYSA-N	DHUPSYOJFKLAAA	diazaquinomycin G	C21H24N2O4
BGC0000158	Streptomyces griseochromogenes	68214	CC/C(=C\C(=O)C[C@H](C)C[C@@H](C)CC[C@@H]([C@H](C)C(=O)C[C@H]([C@H](C)[C@@H](C)OC(=O)C[C@H](C1=C(C(=O)OC1=O)C)O)O)O)/C=C	VAIBGAONSFVVKI-CIFLJJJCSA-N	VAIBGAONSFVVKI	tautomycetin	C33H50O10
BGC0000273	Streptomyces steffisburgensis	68271	COC1C(O)C(O)C(C)OC1OC1C(OC)C(C)(O)CC2=CC3=C(C(O)=C12)C(=O)C1=C(C=C(OC)C=C1O)C3=O	FAXXYXLNSNAHOO-UHFFFAOYSA-N	FAXXYXLNSNAHOO	steffimycin D	C28H32O12
BGC0000055	Saccharopolyspora erythraea NRRL 2338	405948	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O	ULGZDMOVFRHVEP-RWJQBGPGSA-N	ULGZDMOVFRHVEP	erythromycin A	C37H67NO13
BGC0000055	Saccharopolyspora erythraea NRRL 2338	405948	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C	IDRYSCOQVVUBIJ-PPGFLMPOSA-N	IDRYSCOQVVUBIJ	erythromycin B	C37H67NO12
BGC0000055	Saccharopolyspora erythraea NRRL 2338	405948	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	MWFRKHPRXPSWNT-QNPWSHAKSA-N	MWFRKHPRXPSWNT	erythromycin C	C36H65NO13
BGC0000055	Saccharopolyspora erythraea NRRL 2338	405948	CC[C@@H]1[C@@H]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)O)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)C	CLQUUOKNEOQBSW-KEGKUKQHSA-N	CLQUUOKNEOQBSW	erythromycin D	C36H65NO12
BGC0001239	Aspergillus nidulans	162425	C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2	YBJHBAHKTGYVGT-ZKWXMUAHSA-N	YBJHBAHKTGYVGT	biotin	C10H16N2O3S
BGC0000721	Streptoalloteichus tenebrarius	1933	C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N	NLVFBUXFDBBNBW-PBSUHMDJSA-N	NLVFBUXFDBBNBW	tobramycin	C18H37N5O9
BGC0001209	Streptococcus thermophilus LMD-9	322159	C[C@@H](C(=O)N[C@H]1[C@H](C2=CC=CC3=C2NC=C3C[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)CNC1=O)CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCSC)C(=O)O)CCCN)N	UEOXFKPVURAKAA-RMYJOMHKSA-N	UEOXFKPVURAKAA	streptide	C44H68N12O12S
BGC0001579	Streptomyces cinnamoneus	53446	C[C@@H]1[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]3CSC[C@H]4C(=O)N[C@@H](CS1)C(=O)N[C@@H](CNCCCC[C@H](NC(=O)[C@H]([C@H](SC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4)CCC(=O)N)CCCCN)N)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC3=O)[C@H](C(=O)O)O)CC(=O)N)C(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N5CCC[C@H]5C(=O)N[C@H](C(=O)N2)CC6=CC=CC=C6)CC7=CC=CC=C7)C(C)C)CC8=CC=CC=C8	SFWLDKQAUHFCBS-VCQIQPCESA-N	SFWLDKQAUHFCBS	duramycin	C89H125N23O25S3
BGC0001794	Alternaria oxytropis	570715	C1C[C@H]([C@@H]2[C@@H]([C@@H](CN2C1)O)O)O	FXUAIOOAOAVCGD-WCTZXXKLSA-N	FXUAIOOAOAVCGD	swainsonine	C8H15NO3
BGC0001055	Escherichia coli	562	C[C@@]1(CSC(=N1)C(C)(C)[C@@H]([C@@H]2CSC(N2)[C@H]3CS/C(=C/4\C=CC=CC4=O)/N3)O)C(=O)O	CARQCAHMXWHUIE-NRMQOZBLSA-N	CARQCAHMXWHUIE	yersiniabactin	C21H27N3O4S3
BGC0001427	Myxococcus xanthus	34	CN([C@H]1[C@@H](C)OC(=O)CC[C@H](NC(=O)[C@H](NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC1=O)C)C)C(=O)N)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C	NDLATPRQLJTXJX-OBQOMHFNSA-N	NDLATPRQLJTXJX	myxochromide A	C45H63N7O9
BGC0001255	Fusarium heterosporum	42747	[H][C@@]12C[C@H](C)CC[C@@]1([H])[C@@](C)([C@H](\C=C\C)C=C2)C(\O)=C1\C(=O)[C@H](CO)N(C)C1=O	QNQBPPQLRODXET-AIMHRHHOSA-N	QNQBPPQLRODXET	equisetin	C22H31NO4
BGC0001580	Kitasatospora aburaviensis	67265	CC[C@@H](C)[C@H]([C@H](C)C(=O)[C@H](C)/C=C(\C)/C[C@H](C)[C@H]1[C@@H](C(=O)O1)C)O	WOISDAHQBUYEAF-QIQXJRRPSA-N	WOISDAHQBUYEAF	ebelactone	C20H34O4
BGC0000894	Monascus aurantiacus	225353	C[C@@H]1OC=C2C(O)=C(C(O)=O)C(=O)C(C)=C2[C@H]1C	CQIUKKVOEOPUDV-FSPLSTOPSA-N	CQIUKKVOEOPUDV	citrinin	C13H14O5
BGC0000503	Streptomyces cinnamoneus	53446	C[C@H]1[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]3CSC[C@@H]4C(=O)N[C@@H](CS1)C(=O)N[C@@H](CNCCCC[C@H](NC(=O)[C@@H]([C@@H](SC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4)CCC(=O)N)CCCNC(=N)N)N)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC3=O)[C@@H](C(=O)O)O)CC(=O)N)C(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N5CCC[C@H]5C(=O)N[C@H](C(=O)N2)CC6=CC=CC=C6)CC7=CC=CC=C7)C(C)C)CC8=CC=CC=C8	QJDWKBINWOWJNZ-XNGLKPBDSA-N	QJDWKBINWOWJNZ	cinnamycin	C89H125N25O25S3
BGC0001184	Bacillus velezensis FZB42	326423	C[C@@H](C(=O)OC(=O)[C@H](CC1CCC(=O)[C@H]2[C@@H]1O2)N)N	JJOSOKMLZZVGKD-INVWQFOESA-N	JJOSOKMLZZVGKD	bacilysin	C12H18N2O5
BGC0001491	Couchioplanes caeruleus subsp. caeruleus	56427	C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC/2CC3C(C(CC(O3)(CC(CC(CC(CC(CC(CC(CC(=O)OC(C(/C=C\C=C/C=C\C=C/C=C\C=C/C=C2)C)C(C)CCC(CC(=O)C4=CC=C(C=C4)NC)O)O)O)O)O)O)O)O)O)C(=O)O)O)N)O[C@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O	FZQYJNCKADYOTN-NNRAPAGZSA-N	FZQYJNCKADYOTN	67-121C	C65H98N2O24
BGC0000017	[Oscillatoria] sp. PCC 6506	272129	CC(=O)C1=CCC[C@@H]2CC[C@H]1N2	SGNXVBOIDPPRJJ-PSASIEDQSA-N	SGNXVBOIDPPRJJ	anatoxin-a	C10H15NO
BGC0000017	[Oscillatoria] sp. PCC 6506	272129	CCC(=O)C1=CCC[C@@H]2CC[C@H]1N2	VVMQRZZXKNDPOT-PSASIEDQSA-N	VVMQRZZXKNDPOT	homoanatoxin-a	C11H17NO
BGC0000181	Bacillus velezensis FZB42	326423	CC1CCC\C=C/C=C/C(O)CC(O)C\C=C/C=C/C(O)C\C=C\C=C/C(=O)O1	XXDIJWSZFWZBRM-BXXMKNEZSA-N	XXDIJWSZFWZBRM	macrolactin H	C24H34O5
BGC0000469	Streptomyces sp. BC16019	1109705	[H][C@@]12[C@H](C)CCN1C(=O)CN\C(=N/[C@H](C(=O)N[C@@H]([C@@H](C)C1=CC=CC=C1)C(=O)N[C@H](CC(=O)OC)C1=NC=CS1)C(C)(C)C)[C@@H](NC(=O)[C@@H](NC2=O)C(C)C)C(C)(C)C	KSIZLOPUXFSFNR-XZNJZDOZSA-N	KSIZLOPUXFSFNR	bottromycin A2	C42H62N8O7S
BGC0000655	Streptomyces sioyaensis	67364	C/C=C/1\C2=NC(CS2)C(=O)NC(C3=NC(=CS3)C(=O)NC4C(OC(=O)C5=NC6=C(C=CC(C6O)NC(C(=O)NC(=C)C(=O)NC(=C)C(=O)NC(C(=O)NC7(CC(C8=CSC4=N8)N=C(C7)C9=NC(=CS9)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C2=NC(=CS2)C(=O)NC(C(=O)N1)C(C)O)C)C(C)C)C(=C5)C(C)O)C)C(C)(C(C)O)O	GWZSLKIRHVKJTP-JAVCYFNSSA-N	GWZSLKIRHVKJTP	siomycin	C71H81N19O18S5
BGC0000373	Streptomyces clavuligerus ATCC 27064	443255	CC(=O)NC1=C2SSC=C2NC1=O	HBUNPJGMNVQSBX-UHFFFAOYSA-N	HBUNPJGMNVQSBX	holomycin	C7H6N2O2S2
BGC0001820	Gliocladium sp.	1955101	C[C@]12C(=O)N3[C@@H]4[C@@](C[C@@]3(C(=O)N1C)SS2)(C5=CC=CC=C5N4)C67[C@@H]([C@]89C(=O)N([C@](C(=O)N8[C@H]6NC1=CC=CC=C71)(SS9)C)C)O	IMORFARNICQOLW-MALXFZROSA-N	IMORFARNICQOLW	verticillin	C30H28N6O5S4
BGC0001472	Streptomyces bernensis	1337893	C/C=C\1/C2=NC(=C(O2)C)C(=O)NC(=C)C(=O)N[C@H](C(=O)NC(=C)C3=NC(=C(O3)C)C(=O)NC(=C)C(=O)NC(=C)C4=NC(=CO4)C5=C(C=CC(=N5)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C6=NC(=CS6)C(=O)N[C@H](C(=O)N1)[C@@H](C)O)C(C)(C)O	CAFFHXXVDGAVPH-DKFXDEMXSA-N	CAFFHXXVDGAVPH	berninamycin A	C51H51N15O15S
BGC0001112	Paraburkholderia rhizoxinica	412963	C[C@@H]1/C=C/[C@@H]2[C@](O2)([C@H](C[C@H](OC(=O)[C@H]3[C@@H](O3)C[C@@H]4C[C@H]1OC(=O)C4)[C@H](C)[C@H](/C(=C/C=C/C(=C/C5=COC(=N5)C)/C)/C)OC)O)C	OWPCHSCAPHNHAV-QIPOKPRISA-N	OWPCHSCAPHNHAV	rhizoxin A	C35H47NO9
BGC0000917	Rhodobacter capsulatus	1061	C(C1C(=C(C2C(O1)NC3=C(N2)C(=O)N=C(N3)N)[S-])[S-])OP(=O)([O-])[O-].O=[Mo+2]=O	HDAJUGGARUFROU-UHFFFAOYSA-J	HDAJUGGARUFROU	molybdenum cofactor	C10H10MoN5O8PS2-2
BGC0000167	Streptomyces halstedii	1944	CN[C@H]1[C@@H](O)C[C@H](OC2C\C=C(C)\C\C(C)=C\C=C\CCC(C)CNC(=O)\C=C\C=C\C2C)O[C@@H]1C	FINGADBUNZWVLV-VVAVUVFHSA-N	FINGADBUNZWVLV	vicenistatin	C30H48N2O4
BGC0000150	Salinispora tropica CNB-440	369723	[H]C12OC11C(=O)C(C)=C3OC45C(O)C6=C(C(Cl)=C(C=C6)[C@@]([H])(O)COC(=O)[C@]1([H])OC)C4(OC23O)C([H])(O)CC5([H])O	KFIMJAYNUYNRLK-JPLMYYFISA-N	KFIMJAYNUYNRLK	sporolide A	C24H23ClO12
BGC0000150	Salinispora tropica CNB-440	369723	[H][C@@]12O[C@@]11[C@@H](OC)C(=O)OC[C@H](O)C3=CC(Cl)=C4[C@@H](O)[C@]56OC(=C(C)C1=O)[C@@]2(O)O[C@]5([C@H](O)C[C@H]6O)C4=C3	CYXHIOKLZVVCBQ-LCCPHMJJSA-N	CYXHIOKLZVVCBQ	sporolide B	C24H23ClO12
BGC0000339	Streptomyces lasaliensis	324833	C[C@@H]1C(=O)N([C@H]2CSC([C@@H](C(=O)N([C@H](C(=O)OC[C@H](C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)[C@H](NC(=O)[C@@H](COC(=O)[C@@H](N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C	AUJXLBOHYWTPFV-CVLRASHMSA-N	AUJXLBOHYWTPFV	echinomycin	C51H64N12O12S2
BGC0001360	Penicillium roqueforti FM164	1365484	Cc1c(c(n2c(cnc2c1Br)CSCCO)C)Br	IKMDAJQFLYGHII-UHFFFAOYSA-N	IKMDAJQFLYGHII	mycophenolic acid	C12H14Br2N2OS
BGC0000157	Streptomyces sp. CK4412	404220	CC\C(C=C)=C/C(=O)CC(C)CC(C)CCC(O)C(C)C(=O)CC(O)C(C)C(C)OC(=O)C[C@@H](O)C1=C(C)C(=O)OC1=O	VAIBGAONSFVVKI-LOIRJACGSA-N	VAIBGAONSFVVKI	tautomycetin	C33H50O10
BGC0000360	Streptomyces sp. L-49973	762837	NC(=O)OCC(O)CC(NC(=O)C1NCCCC1O)C(=O)NC(CC1=CN=C(N)N1)C(=O)NC(C(O)C1=NC=C(Cl)N1)C(O)=O	XUPLSXHPJUYVNP-UHFFFAOYSA-N	XUPLSXHPJUYVNP	GE81112	C24H35ClN10O10
BGC0000109	Streptomyces cyaneogriseus subsp. noncyanogenus	477245	[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@@H]4C[C@@H](C[C@]5(C[C@H](O)[C@H](C)[C@H](O5)C(\C)=C\C(C)C)O4)OC(=O)[C@H](C=C(C)[C@H]1O)[C@@]23O	YNFMRVVYUVPIAN-AQUURSMBSA-N	YNFMRVVYUVPIAN	LL-F28249α	C36H52O8
BGC0001710	Pseudomonas fluorescens	294	OC1=C(O)C(=CC=C1)C(=O)N[C@H]1[C@@H](CC2=CC=C(C=C2)N(=O)=O)OC1=O	AINNQKIVZOTQBB-KGLIPLIRSA-N	AINNQKIVZOTQBB	obafluorin	C17H14N2O7
BGC0000980	Aphanizomenon sp. 22D11	459668	C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@@H](C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O	LHJPHMKIGRLKDR-YUQKHPEDSA-N	LHJPHMKIGRLKDR	cylindrospermopsin	C15H21N5O7S
BGC0000679	Micromonospora sp. M42	457406	CC(C)=CCC\C(C)=C\CC\C(C)=C\CN1C2=C(NC3=C(C=CC=C3O)C1=O)C(O)=CC(O)=C2	SALVHVNECODMJP-GNUCVDFRSA-N	SALVHVNECODMJP	diazepinomicin	C28H34N2O4
BGC0001312	Pseudomonas fluorescens SBW25	216595	CCCCCCCC(O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]1C(C)OC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC1=O)C(C)C)[C@@H](C)CC	QYEWAEAWMXRMHB-RDGUDDKTSA-N	QYEWAEAWMXRMHB	viscosin	C54H95N9O16
BGC0001065	Streptomyces chromofuscus	42881	COC(C(C)O)C(C)C1OC1(C)CC(C)\C=C\C=C(/C)[C@@H]1OC(CC(O)=O)CC[C@H]1C	ISZXEMUWHQLLTC-GZSUCXPKSA-N	ISZXEMUWHQLLTC	herboxidiene	C25H42O6
BGC0001422	Myxococcus fulvus HW-1	483219	CC\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C(=O)N(C)[C@H]1[C@@H](C)OC(=O)[C@H](CCC(N)=O)NC(=O)C(C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)C(C)NC1=O	TXEVVKPQBOIUHV-DHXUWNHESA-N	TXEVVKPQBOIUHV	myxochromide A	C44H63N7O9
BGC0000465	Xenorhabdus nematophila ATCC 19061	406817	CN[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CC=CC=C1	UAFFXYUNGBKFSK-GOTSBHOMSA-N	UAFFXYUNGBKFSK	xenortide A	C25H35N3O2
BGC0000465	Xenorhabdus nematophila ATCC 19061	406817	CN[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CNC2=C1C=CC=C2	SOIIKURIVIWMKK-DQEYMECFSA-N	SOIIKURIVIWMKK	xenortide B	C27H36N4O2
BGC0000465	Xenorhabdus nematophila ATCC 19061	406817	CN[C@@H](C(C)C)C(N([C@H](C(NCCC1=CC=CC=C1)=O)CC2=CC=CC=C2)C)=O	MXXFZXJSHIUFOL-VXKWHMMOSA-N	MXXFZXJSHIUFOL	xenortide C	C24H33N3O2
BGC0000465	Xenorhabdus nematophila ATCC 19061	406817	CN[C@@H](C(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=CNC2=CC=CC=C12	JWACXIROMWTVRE-ZEQRLZLVSA-N	JWACXIROMWTVRE	xenortide D	C26H34N4O2
BGC0000343	Pseudomonas sp. J465	674034	OC1=C(O)C(=CC=C1)C(=O)NC1COC(=O)C(COC(=O)C(COC1=O)NC(=O)C1=CC=CC(O)=C1O)NC(=O)C1=CC=CC(O)=C1O	SERBHKJMVBATSJ-UHFFFAOYSA-N	SERBHKJMVBATSJ	enterobactin	C30H27N3O15
BGC0000053	Unknown. Unclassified.	12908	CC[C@H]1[C@@H](C[C@](O[C@@H]1C)(O)[C@H]([C@H](O)[C@@H]([C@H]2OC(=O)/C=C/C=C/[C@@H]([C@H](OC(=O)/C=C/C=C/[C@@H]2C)[C@H]([C@@H](O)[C@@H]([C@@]3(O[C@@H]([C@H]([C@@H](C3)O[C@@H]4O[C@H]([C@H]([C@H](C4)O)O)C)CC)C)O)C)C)C)C)C)O[C@@H]5O[C@H]([C@H]([C@H](C5)O)O)C	OSERMIPXNLXAPD-MJMYBOKFSA-N	OSERMIPXNLXAPD	elaiophylin	C54H88O18
BGC0000249	Streptomyces nogalater	38314	CO[C@H]1C[C@](C)(O)[C@H](C(=O)OC)C2=C1C(O)=C1C(=O)C3=C(O)C=C4C(O[C@@H]5O[C@@]4(C)[C@H](O)[C@H]([C@@H]5O)N(C)C)=C3C(=O)C1=C2	HXCSJGHKDZKLKV-KCTIBYJUSA-N	HXCSJGHKDZKLKV	nogalamycin	C30H33NO12
BGC0000274	uncultured bacterium	77133	CC1=CC(O)=CC2=C1C(=O)C1=C(C2=O)C(C)(C)C2=CC(O)=CC(O)=C2C1=O	XQMPGQHPYUKJDG-UHFFFAOYSA-N	XQMPGQHPYUKJDG	tetarimycin A	C21H16O6
BGC0000274	uncultured bacterium	77133	CC1(O)CC(O)CC2=CC3=C(C(O)=C12)C(=O)C1=C(O)C=C(O)C=C1C3(C)C	NUPKBVWVJRTNCS-UHFFFAOYSA-N	NUPKBVWVJRTNCS	tetarimycin B	C21H22O6
BGC0001807	Streptomyces pactum	68249	CC[C@H](C)[C@H]1C(=O)NCC(=O)N[C@@H]([C@H](C(=O)N[C@@H](C(=O)N1)C2=CC(=C(C(=C2Cl)O)C)O)NC(=O)[C@H](C)NC(=O)[C@@H]([C@@H](C)O)NC(=O)CC(=O)C(C)CC(C)C[C@H](C)[C@H]([C@H](C)[C@@H]([C@@H](C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)OC)O)O)O)C	VQJONPIPGATABZ-QSPCRYKTSA-N	VQJONPIPGATABZ	totopotensamide A	C52H84ClN7O19
BGC0001807	Streptomyces pactum	68249	CC[C@H](C)[C@H]1C(=O)NCC(=O)N[C@@H]([C@H](C(=O)N[C@@H](C(=O)N1)C2=CC(=C(C(=C2Cl)O)C)O)NC(=O)[C@H](C)NC(=O)[C@@H]([C@@H](C)O)NC(=O)CC(=O)C(C)CC(C)C[C@H](C)[C@H]([C@H](C)[C@@H](C(C)O)O)O)C	LACOKYPQGAPLII-RSHHAGFJSA-N	LACOKYPQGAPLII	totopotensamide B	C45H72ClN7O14
BGC0001738	Pyrenochaetopsis sp.	1756125	[H][C@]12C[C@@H](C)CC[C@]1([H])[C@](C)([C@@H](\C=C\C=C\C)C(C)=C2)C(\O)=C1\C(=O)[C@@H](CO)N(C)C1=O	GQYNYOOJEMDNNZ-KXBMYEHISA-N	GQYNYOOJEMDNNZ	phomasetin	C25H35NO4
BGC0001278	Fusarium sporotrichioides	5514	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)O)C)CO	UKOTXHQERFPCBU-XBXCNEFVSA-N	UKOTXHQERFPCBU	nivalenol	C15H20O7
BGC0001278	Fusarium sporotrichioides	5514	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)O)C)CO	LINOMUASTDIRTM-QGRHZQQGSA-N	LINOMUASTDIRTM	deoxynivalenol	C15H20O6
BGC0001278	Fusarium sporotrichioides	5514	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)OC(=O)C)C)CO	ADFIQZBYNGPCGY-HTJQZXIKSA-N	ADFIQZBYNGPCGY	3-acetyldeoxynivalenol	C17H22O7
BGC0001278	Fusarium sporotrichioides	5514	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H](C34CO4)O2)O)C)COC(=O)C	IDGRYIRJIFKTAN-KLOHDQKESA-N	IDGRYIRJIFKTAN	15-acetyldeoxynivalenol	C17H22O7
BGC0001278	Fusarium sporotrichioides	5514	CC1=C[C@@H]2[C@](C[C@@H]1O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)COC(=O)C	TVZHDVCTOCZDNE-WVJYZQHISA-N	TVZHDVCTOCZDNE	neosolaniol	C19H26O8
BGC0001278	Fusarium sporotrichioides	5514	CC1=C[C@@H]2[C@](CC1)([C@]3(C[C@H]([C@H](C34CO4)O2)OC(=O)C)C)COC(=O)C	IGDIDZAQDRAJRB-NXWNTDFDSA-N	IGDIDZAQDRAJRB	calonectrin	C19H26O6
BGC0001278	Fusarium sporotrichioides	5514	CC1=C[C@H]2[C@](CC1)([C@]3(C[C@H](C[C@]3(O2)CO)O)C)C	LRGJZQCUGTZKGE-FQKPHLNHSA-N	LRGJZQCUGTZKGE	apotrichodiol	C15H24O3
BGC0001278	Fusarium sporotrichioides	5514	CC1=CC([C@@](CC1)(C)[C@]2(C[C@H]([C@H](C23CO3)O)O)C)O	WGOGDSNCSQGSSF-GGHVZYJGSA-N	WGOGDSNCSQGSSF	isotrichotriol	C15H24O4
BGC0001278	Fusarium sporotrichioides	5514	CC1=CC2C(CC1)(C3(CC(C(C34CO4)O2)OC(=O)C)C)CO	DFPPNUOWRKIOKO-UHFFFAOYSA-N	DFPPNUOWRKIOKO	15-decalonectrin	C17H24O5
BGC0001278	Fusarium sporotrichioides	5514	CC1=C[C@@H]2[C@](C[C@@H]1OC(=O)CC(C)C)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)O)OC(=O)C)C)COC(=O)C	BXFOFFBJRFZBQZ-FHAHJZMBSA-N	BXFOFFBJRFZBQZ	T-2 toxin	C24H34O9
BGC0001278	Fusarium sporotrichioides	5514	CC1=C[C@@H]2[C@](C[C@@H]1OC(=O)CC(C)C)([C@]3([C@@H](C[C@H]([C@H]([C@]34CO4)O2)OC(=O)C)OC(=O)C)C)COC(=O)C	BZDNTGGBZYGQRR-GBMDJSRPSA-N	BZDNTGGBZYGQRR	3-acetyl T-2 toxin	C27H38O10
BGC0001278	Fusarium sporotrichioides	5514	CC1=CC[C@@](CC1)(C)[C@]2(CCCC2=C)C	YFLSTROSSKYYNK-CABCVRRESA-N	YFLSTROSSKYYNK	trichodiene	C15H24
BGC0000101	Aspergillus nidulans FGSC A4	227321	CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O	RHMXXJGYXNZAPX-UHFFFAOYSA-N	RHMXXJGYXNZAPX	emodin	C15H10O5
BGC0000101	Aspergillus nidulans FGSC A4	227321	CC1=CC(C(O)=O)=C(C(=O)C2=C(O)C=CC=C2O)C(O)=C1	UMNWQJSVQOCNEM-UHFFFAOYSA-N	UMNWQJSVQOCNEM	monodictyphenone	C15H12O6
BGC0000101	Aspergillus nidulans FGSC A4	227321	CC(C)=CCC1=CC=C(O)C2=C1OC1=C(C2=O)C2=C(OC[C@H]([C@@H]2O)C(C)=C)C(C)=C1	MXGMZMKTWCNKRS-AOMKIAJQSA-N	MXGMZMKTWCNKRS	shamixanthone	C25H26O5
